TIME_ID,Currency_ID,Pair_ID,Pair_Name,Price
2026-02-16T10:58:16.000+01:00,3,3,ETHBTC,0.02880000
2026-02-16T10:58:16.000+01:00,3,2,ETHUSDT,1986.47000000
2026-02-16T10:58:15.000+01:00,1,1,BTCUSDT,68989.47000000
2026-02-16T10:58:17.000+01:00,9,5,SOLUSDT,85.94000000
2026-02-16T10:58:16.000+01:00,7,4,BNBUSDT,618.22000000
